stateName,agencyName,year,totalSpending,prevTotalSpending,yoyPCT
Maryland,National Credit Union Administration,2020,47900,54600,-12.271062
Maryland,National Credit Union Administration,2021,49647.17,47900,3.647536
Maryland,National Credit Union Administration,2022,21400,49647.17,-56.895831
Maryland,National Credit Union Administration,2023,0,21400,-100
Maryland,National Credit Union Administration,2024,10000,0,NULL
Maryland,National Credit Union Administration,2025,0,10000,-100
Maryland,National Endowment for the Arts,2019,4788075,NULL,NULL
Maryland,National Endowment for the Arts,2020,11455141.8,4788075,139.243157
Maryland,National Endowment for the Arts,2021,11180770.58,11455141.8,-2.395179
Maryland,National Endowment for the Arts,2022,11618728.24,11180770.58,3.917061
Maryland,National Endowment for the Arts,2023,9957369.31,11618728.24,-14.298973
Maryland,National Endowment for the Arts,2024,10761003.91,9957369.31,8.070752
Maryland,National Endowment for the Arts,2025,10559962.03,10761003.91,-1.868244
Maryland,National Endowment for the Humanities,2019,2177543.97,NULL,NULL
Maryland,National Endowment for the Humanities,2020,4005711.03,2177543.97,83.95546
Maryland,National Endowment for the Humanities,2021,3318595.94,4005711.03,-17.153386
Maryland,National Endowment for the Humanities,2022,4542602.32,3318595.94,36.88326
Maryland,National Endowment for the Humanities,2023,2217974.55,4542602.32,-51.173922
Maryland,National Endowment for the Humanities,2024,2322451,2217974.55,4.710444
Maryland,National Endowment for the Humanities,2025,1542743.61,2322451,-33.572608
Maryland,National Labor Relations Board,2019,3263332.03,NULL,NULL
Maryland,National Labor Relations Board,2020,113880.4,3263332.03,-96.510302
Maryland,National Labor Relations Board,2021,334117.25,113880.4,193.393112
Maryland,National Labor Relations Board,2022,319749.01,334117.25,-4.300358
Maryland,National Labor Relations Board,2023,179969.81,319749.01,-43.715287
Maryland,National Labor Relations Board,2024,311096.23,179969.81,72.860231
Maryland,National Labor Relations Board,2025,250082.17,311096.23,-19.6126
Maryland,National Science Foundation,2019,152314546.1,NULL,NULL
Maryland,National Science Foundation,2020,172781488.3,152314546.1,13.437286
Maryland,National Science Foundation,2021,187905290.7,172781488.3,8.753138
Maryland,National Science Foundation,2022,188952587.2,187905290.7,0.557353
Maryland,National Science Foundation,2023,205955108.4,188952587.2,8.9983
Maryland,National Science Foundation,2024,172869228.7,205955108.4,-16.064607
Maryland,National Science Foundation,2025,175872824.8,172869228.7,1.737496
Maryland,National Transportation Safety Board,2019,208810,NULL,NULL
Maryland,National Transportation Safety Board,2020,194266.46,208810,-6.964963
Maryland,National Transportation Safety Board,2021,273792.71,194266.46,40.936685
Maryland,National Transportation Safety Board,2022,119645.8,273792.71,-56.300589
Maryland,National Transportation Safety Board,2023,341408.79,119645.8,185.349581
Maryland,National Transportation Safety Board,2024,430020.63,341408.79,25.954762
Maryland,National Transportation Safety Board,2025,1223544.35,430020.63,184.531546
Maryland,Nuclear Regulatory Commission,2019,69472768.21,NULL,NULL
Maryland,Nuclear Regulatory Commission,2020,129947581.7,69472768.21,87.048227
Maryland,Nuclear Regulatory Commission,2021,116930140.7,129947581.7,-10.017455
Maryland,Nuclear Regulatory Commission,2022,126901563.6,116930140.7,8.527675
Maryland,Nuclear Regulatory Commission,2023,116809428.5,126901563.6,-7.952727
Maryland,Nuclear Regulatory Commission,2024,115261349.5,116809428.5,-1.325303
Maryland,Nuclear Regulatory Commission,2025,117134742,115261349.5,1.625343
Maryland,Office of Personnel Management,2019,13720165.46,NULL,NULL
Maryland,Office of Personnel Management,2020,13725185.79,13720165.46,0.03659
Maryland,Office of Personnel Management,2021,12219797.24,13725185.79,-10.968074
Maryland,Office of Personnel Management,2022,26817753.54,12219797.24,119.461526
Maryland,Office of Personnel Management,2023,45945887.24,26817753.54,71.326383
Maryland,Office of Personnel Management,2024,46646958.23,45945887.24,1.525862
Maryland,Office of Personnel Management,2025,11648791.98,46646958.23,-75.027756
Maryland,Overseas Private Investment Corporation,2019,350000,NULL,NULL
Maryland,Overseas Private Investment Corporation,2020,0,350000,-100
Maryland,Peace Corps,2019,662368.03,NULL,NULL
Maryland,Peace Corps,2020,182047.08,662368.03,-72.51572
Maryland,Peace Corps,2021,354831.83,182047.08,94.912123
Maryland,Peace Corps,2022,647904.83,354831.83,82.594901
Maryland,Peace Corps,2023,1215548.76,647904.83,87.612239
Maryland,Peace Corps,2024,936049.31,1215548.76,-22.993684
Maryland,Peace Corps,2025,3184659.19,936049.31,240.223442
Maryland,Pension Benefit Guaranty Corporation,2019,2394020.27,NULL,NULL
Maryland,Pension Benefit Guaranty Corporation,2020,1821776.53,2394020.27,-23.903044
Maryland,Pension Benefit Guaranty Corporation,2021,2573500,1821776.53,41.263209
Maryland,Pension Benefit Guaranty Corporation,2022,1279628695,2573500,49623.28326
Maryland,Pension Benefit Guaranty Corporation,2023,408576756.4,1279628695,-68.070678
Maryland,Pension Benefit Guaranty Corporation,2024,3458378485,408576756.4,746.445234
Maryland,Pension Benefit Guaranty Corporation,2025,194509707.2,3458378485,-94.375696
Maryland,Railroad Retirement Board,2019,210047131.4,NULL,NULL
Maryland,Railroad Retirement Board,2020,213738375.1,210047131.4,1.75734
Maryland,Railroad Retirement Board,2021,214967299.2,213738375.1,0.574966
Maryland,Railroad Retirement Board,2022,217165579,214967299.2,1.022611
Maryland,Railroad Retirement Board,2023,226326258.7,217165579,4.218292
Maryland,Railroad Retirement Board,2024,231127685.1,226326258.7,2.121462
Maryland,Railroad Retirement Board,2025,232822842.8,231127685.1,0.733429
Maryland,Securities and Exchange Commission,2019,10584917.69,NULL,NULL
Maryland,Securities and Exchange Commission,2020,10667514.12,10584917.69,0.780321
Maryland,Securities and Exchange Commission,2021,13024859.73,10667514.12,22.098359
Maryland,Securities and Exchange Commission,2022,29394330.46,13024859.73,125.678671
Maryland,Securities and Exchange Commission,2023,52236800.41,29394330.46,77.710461
Maryland,Securities and Exchange Commission,2024,30161480.05,52236800.41,-42.260092
Maryland,Securities and Exchange Commission,2025,12997208.19,30161480.05,-56.907923
Maryland,Selective Service System,2020,173376,NULL,NULL
Maryland,Selective Service System,2021,545596.22,173376,214.689587
Maryland,Selective Service System,2022,1427765.95,545596.22,161.68912
Maryland,Selective Service System,2023,694094.93,1427765.95,-51.385944
Maryland,Selective Service System,2024,25000,694094.93,-96.398187
Maryland,Small Business Administration,2019,13781935.78,NULL,NULL
Maryland,Small Business Administration,2020,10985412684,13781935.78,79608.77865
Maryland,Small Business Administration,2021,6127352814,10985412684,-44.222825
Maryland,Small Business Administration,2022,377807019.9,6127352814,-93.83409
Maryland,Small Business Administration,2023,7569301.87,377807019.9,-97.996516
Maryland,Small Business Administration,2024,44458115.63,7569301.87,487.347636
Maryland,Small Business Administration,2025,2618125.51,44458115.63,-94.111029
Maryland,Social Security Administration,2019,19196292444,NULL,NULL
Maryland,Social Security Administration,2020,20411277447,19196292444,6.329269
Maryland,Social Security Administration,2021,21021402430,20411277447,2.989156
Maryland,Social Security Administration,2022,22703353071,21021402430,8.001134
Maryland,Social Security Administration,2023,25081446688,22703353071,10.474636
Maryland,Social Security Administration,2024,26899943427,25081446688,7.250366
Maryland,Social Security Administration,2025,29183356236,26899943427,8.488541
Maryland,U.S. Agency for Global Media,2019,3085538.28,NULL,NULL
Maryland,U.S. Agency for Global Media,2020,112608,3085538.28,-96.350458
Maryland,U.S. Agency for Global Media,2021,253002.45,112608,124.675378
Maryland,U.S. Agency for Global Media,2022,1373500.1,253002.45,442.880157
Maryland,U.S. Agency for Global Media,2023,6414114.42,1373500.1,366.990458
Maryland,U.S. Agency for Global Media,2024,2798689.64,6414114.42,-56.366702
Maryland,U.S. Agency for Global Media,2025,1470808.86,2798689.64,-47.446517
Maryland,U.S. International Development Finance Corporation,2020,1010608.65,NULL,NULL
Maryland,U.S. International Development Finance Corporation,2021,1631171.13,1010608.65,61.404825
Maryland,U.S. International Development Finance Corporation,2022,290970,1631171.13,-82.161896
Maryland,U.S. International Development Finance Corporation,2023,1170131.19,290970,302.148396
Maryland,U.S. International Development Finance Corporation,2024,85428.02,1170131.19,-92.699278
Maryland,U.S. International Development Finance Corporation,2025,2982624.26,85428.02,3391.388727
Maryland,United States Chemical Safety Board,2023,194400,NULL,NULL
Maryland,United States Chemical Safety Board,2024,213896.64,194400,10.029135
Maryland,United States Chemical Safety Board,2025,260068.45,213896.64,21.586038
Maryland,United States Trade and Development Agency,2019,539324.16,NULL,NULL
Maryland,United States Trade and Development Agency,2020,2059049.76,539324.16,281.783334
Maryland,United States Trade and Development Agency,2021,2371737,2059049.76,15.185997
Maryland,United States Trade and Development Agency,2022,1562181.1,2371737,-34.133459
Maryland,United States Trade and Development Agency,2023,1761004.55,1562181.1,12.727298
Maryland,United States Trade and Development Agency,2024,1532107.36,1761004.55,-12.998103
Maryland,United States Trade and Development Agency,2025,1410996.88,1532107.36,-7.904829
Massachusetts,Agency for International Development,2018,202341385.9,NULL,NULL
Massachusetts,Agency for International Development,2019,71686556.31,202341385.9,-64.571481
Massachusetts,Agency for International Development,2020,63309919.54,71686556.31,-11.685087
Massachusetts,Agency for International Development,2021,53053436.26,63309919.54,-16.200436
Massachusetts,Agency for International Development,2022,66110387.66,53053436.26,24.610943
Massachusetts,Agency for International Development,2023,47591670.48,66110387.66,-28.011811
Massachusetts,Agency for International Development,2024,74466275.72,47591670.48,56.469136
Massachusetts,Agency for International Development,2025,8995295.54,74466275.72,-87.920309
Massachusetts,Commodity Futures Trading Commission,2018,0,NULL,NULL
Massachusetts,Commodity Futures Trading Commission,2019,128510,0,NULL
Massachusetts,Commodity Futures Trading Commission,2020,89460,128510,-30.38674
Massachusetts,Commodity Futures Trading Commission,2021,277849.5,89460,210.585177
Massachusetts,Commodity Futures Trading Commission,2022,319564.35,277849.5,15.013469
Massachusetts,Commodity Futures Trading Commission,2023,2965329.5,319564.35,827.928756
Massachusetts,Commodity Futures Trading Commission,2024,304837,2965329.5,-89.719961
Massachusetts,Commodity Futures Trading Commission,2025,150000,304837,-50.793374
Massachusetts,Consumer Financial Protection Bureau,2018,259563.6,NULL,NULL
Massachusetts,Consumer Financial Protection Bureau,2019,83027.8,259563.6,-68.012541
Massachusetts,Consumer Financial Protection Bureau,2020,867875.6,83027.8,945.283146
Massachusetts,Consumer Financial Protection Bureau,2021,1214777.28,867875.6,39.971359
Massachusetts,Consumer Financial Protection Bureau,2022,542188.69,1214777.28,-55.367234
Massachusetts,Consumer Financial Protection Bureau,2023,2086063.3,542188.69,284.748582
Massachusetts,Consumer Financial Protection Bureau,2024,2305466.42,2086063.3,10.517567
Massachusetts,Consumer Financial Protection Bureau,2025,0,2305466.42,-100
Massachusetts,Consumer Product Safety Commission,2018,518564.59,NULL,NULL
Massachusetts,Consumer Product Safety Commission,2019,967664.88,518564.59,86.604503
Massachusetts,Consumer Product Safety Commission,2020,1879070.42,967664.88,94.186071
Massachusetts,Consumer Product Safety Commission,2021,4294829.14,1879070.42,128.561372
Massachusetts,Consumer Product Safety Commission,2022,4977584.43,4294829.14,15.897146
Massachusetts,Consumer Product Safety Commission,2023,1033348.14,4977584.43,-79.239967
Massachusetts,Consumer Product Safety Commission,2024,420891.59,1033348.14,-59.269139
Massachusetts,Consumer Product Safety Commission,2025,71477.25,420891.59,-83.017657
Massachusetts,Corporation for National and Community Service,2018,58211113.28,NULL,NULL
Massachusetts,Corporation for National and Community Service,2019,49807535.02,58211113.28,-14.436381
Massachusetts,Corporation for National and Community Service,2020,41646336.73,49807535.02,-16.385469
Massachusetts,Corporation for National and Community Service,2021,56597681.68,41646336.73,35.900744
Massachusetts,Corporation for National and Community Service,2022,75936500.21,56597681.68,34.168923
Massachusetts,Corporation for National and Community Service,2023,80858848.88,75936500.21,6.48219
Massachusetts,Corporation for National and Community Service,2024,52829556.34,80858848.88,-34.664471
Massachusetts,Corporation for National and Community Service,2025,25182943.88,52829556.34,-52.331714
Massachusetts,Defense Nuclear Facilities Safety Board,2021,6567.06,NULL,NULL
Massachusetts,Defense Nuclear Facilities Safety Board,2022,38174.7,6567.06,481.305789
Massachusetts,Defense Nuclear Facilities Safety Board,2023,6967,38174.7,-81.749692
Massachusetts,Department of Agriculture,2024,74723.38,NULL,NULL
Massachusetts,Department of Education,2018,1444589042,NULL,NULL
Massachusetts,Department of Education,2019,1440624800,1444589042,-0.27442
